gender|cp|occupation_id|age_id|occupation|age_range
M|59801|10|1|K-12 student|Under 18
M|30068|0|25|other or not specified|25-34
F|12866|7|50|executive/managerial|50-55
F|49504|0|35|other or not specified|35-44
F|30096|17|35|technician/engineer|35-44
M|11230-1710|20|25|writer|25-34
M|60091|1|45|academic/educator|45-49
F|21212|2|45|artist|45-49
F|14850|19|1|unemployed|Under 18
M|97330|12|25|programmer|25-34
M|59801|1|35|academic/educator|35-44
M|07652|10|1|K-12 student|Under 18
F|03862|7|25|executive/managerial|25-34
F|01801|5|25|customer service|25-34
M|19030|17|18|technician/engineer|18-24
F|53589|0|25|other or not specified|25-34
F|05055|12|18|programmer|18-24
F|14850|19|1|unemployed|Under 18
M|22030|17|35|technician/engineer|35-44
M|94114|7|50|executive/managerial|50-55
F|60714|5|50|customer service|50-55
F|80012|2|35|artist|35-44
M|53211|4|18|college/grad student|18-24
M|95821|14|25|sales/marketing|25-34
M|11201|19|35|unemployed|35-44
F|28412|6|25|doctor/health care|25-34
F|02460|1|25|academic/educator|25-34
F|26505|1|45|academic/educator|45-49
M|19026|1|56|academic/educator|56+
M|01742|13|56|retired|56+
F|45014|17|35|technician/engineer|35-44
F|60618|7|25|executive/managerial|25-34
M|02557|18|45|tradesman/craftsman|45-49
M|90024|4|18|college/grad student|18-24
M|55426|11|25|lawyer|25-34
M|60048|14|25|sales/marketing|25-34
M|19119|13|56|retired|56+
F|37923|2|45|artist|45-49
M|95762|7|50|executive/managerial|50-55
M|63110|7|25|executive/managerial|25-34
M|01915|12|25|programmer|25-34
F|55449|4|18|college/grad student|18-24
M|43223|0|25|other or not specified|25-34
F|65203|1|50|academic/educator|50-55
M|60626|2|45|artist|45-49
M|60626|19|45|unemployed|45-49
M|01702|12|18|programmer|18-24
M|02143|12|18|programmer|18-24
F|98115|1|25|academic/educator|25-34
M|10011|6|35|doctor/health care|35-44
M|30305|4|18|college/grad student|18-24
M|10001|7|35|executive/managerial|35-44
F|55449|17|18|technician/engineer|18-24
M|32312|1|35|academic/educator|35-44
M|55405|12|18|programmer|18-24
F|98102|2|18|artist|18-24
F|99016|10|1|K-12 student|Under 18
M|02143|4|18|college/grad student|18-24
M|94025|0|50|other or not specified|50-55
M|89103|17|25|technician/engineer|25-34
M|53202|0|35|other or not specified|35-44
M|77079|7|35|executive/managerial|35-44
F|10019|0|25|other or not specified|25-34
M|98033|12|25|programmer|25-34
M|63366|0|35|other or not specified|35-44
M|94618|12|25|programmer|25-34
M|20171|12|35|programmer|35-44
M|20003-2712|7|56|executive/managerial|56+
M|10016|7|18|executive/managerial|18-24
M|27909|1|35|academic/educator|35-44
M|20120-6354|1|25|academic/educator|25-34
M|20009|12|25|programmer|25-34
M|94110|4|25|college/grad student|25-34
F|20037|0|35|other or not specified|35-44
M|55343|1|35|academic/educator|35-44
M|02766|7|35|executive/managerial|35-44
M|50014|1|35|academic/educator|35-44
F|07030|14|25|sales/marketing|25-34
M|55449|12|45|programmer|45-49
M|10014|7|18|executive/managerial|18-24
F|15202|6|25|doctor/health care|25-34
M|21742|17|45|technician/engineer|45-49
M|08544|4|25|college/grad student|25-34
M|17821|0|25|other or not specified|25-34
M|95136|17|25|technician/engineer|25-34
M|91125|15|25|scientist|25-34
M|94104|7|18|executive/managerial|18-24
M|80907|17|45|technician/engineer|45-49
M|10016|7|18|executive/managerial|18-24
M|55104|4|18|college/grad student|18-24
M|96797|12|35|programmer|35-44
F|94306|17|35|technician/engineer|35-44
F|95076|4|18|college/grad student|18-24
M|90069|7|25|executive/managerial|25-34
M|60201|4|25|college/grad student|25-34
F|62901|1|50|academic/educator|50-55
F|60201|19|25|unemployed|25-34
F|14850|20|35|writer|35-44
M|33334|2|25|artist|25-34
M|66044|2|25|artist|25-34
F|55409|9|25|homemaker|25-34
M|85287-2702|7|45|executive/managerial|45-49
F|02141|4|25|college/grad student|25-34
F|60610|14|18|sales/marketing|18-24
M|44325|7|45|executive/managerial|45-49
M|94519|20|25|writer|25-34
M|11215|0|25|other or not specified|25-34
M|191004|4|18|college/grad student|18-24
M|92407|1|45|academic/educator|45-49
F|01701|17|25|technician/engineer|25-34
M|91768|1|35|academic/educator|35-44
F|76501|10|1|K-12 student|Under 18
M|16101|4|18|college/grad student|18-24
F|98257|16|50|self-employed|50-55
M|80210|0|56|other or not specified|56+
M|78666|17|50|technician/engineer|50-55
M|33167|15|35|scientist|35-44
M|18901|1|45|academic/educator|45-49
F|02118|6|25|doctor/health care|25-34
M|02460|14|25|sales/marketing|25-34
M|60187|0|35|other or not specified|35-44
F|26505|10|1|K-12 student|Under 18
F|55311|10|1|K-12 student|Under 18
F|27514|2|35|artist|35-44
M|70803|1|25|academic/educator|25-34
M|45840|1|50|academic/educator|50-55
M|05273|6|18|doctor/health care|18-24
F|63141|4|18|college/grad student|18-24
M|09056|17|50|technician/engineer|50-55
M|27408|17|25|technician/engineer|25-34
F|10025|2|50|artist|50-55
M|30102|16|45|self-employed|45-49
M|94538|15|25|scientist|25-34
M|67204|16|25|self-employed|25-34
F|10543|1|56|academic/educator|56+
M|55102|12|45|programmer|45-49
F|91403|20|25|writer|25-34
M|19149|1|35|academic/educator|35-44
M|93924|7|56|executive/managerial|56+
M|11576|7|45|executive/managerial|45-49
M|97401|17|25|technician/engineer|25-34
M|08876|15|25|scientist|25-34
F|98072|16|35|self-employed|35-44
M|26301|14|18|sales/marketing|18-24
F|10025|4|18|college/grad student|18-24
F|02138|4|18|college/grad student|18-24
F|76034|9|50|homemaker|50-55
M|48187|15|35|scientist|35-44
F|98103|20|35|writer|35-44
M|23233|7|50|executive/managerial|50-55
M|29425|3|35|clerical/admin|35-44
M|92116|1|25|academic/educator|25-34
M|37830|10|1|K-12 student|Under 18
M|92103|6|45|doctor/health care|45-49
M|33701|14|35|sales/marketing|35-44
M|02446|10|1|K-12 student|Under 18
M|77706|1|50|academic/educator|50-55
F|98036|17|35|technician/engineer|35-44
F|74075|3|25|clerical/admin|25-34
F|54650|1|35|academic/educator|35-44
F|11753|7|25|executive/managerial|25-34
M|02446|20|45|writer|45-49
M|02114|17|18|technician/engineer|18-24
M|20901|7|35|executive/managerial|35-44
M|78704|3|50|clerical/admin|50-55
M|49841|4|18|college/grad student|18-24
F|07666|1|18|academic/educator|18-24
M|07666|1|25|academic/educator|25-34
F|07307|9|25|homemaker|25-34
F|63119|4|25|college/grad student|25-34
F|14619|1|35|academic/educator|35-44
M|20878|0|25|other or not specified|25-34
M|19808|7|35|executive/managerial|35-44
M|55369|4|25|college/grad student|25-34
M|12970|1|50|academic/educator|50-55
F|02109|1|18|academic/educator|18-24
F|07039|7|35|executive/managerial|35-44
M|01581|7|45|executive/managerial|45-49
M|10016|0|25|other or not specified|25-34
M|50011|1|45|academic/educator|45-49
M|37830|15|56|scientist|56+
F|10016|0|50|other or not specified|50-55
M|10016|4|25|college/grad student|25-34
M|94107|20|35|writer|35-44
M|22041|17|25|technician/engineer|25-34
F|60640|20|25|writer|25-34
F|04101|0|25|other or not specified|25-34
F|94117|12|45|programmer|45-49
M|10009|0|18|other or not specified|18-24
M|53706|1|25|academic/educator|25-34
M|90210|16|50|self-employed|50-55
F|55419|0|45|other or not specified|45-49
M|90027|20|25|writer|25-34
M|22201|12|35|programmer|35-44
F|95008|4|18|college/grad student|18-24
M|27607|4|18|college/grad student|18-24
M|90020|7|35|executive/managerial|35-44
F|12833-2000|0|45|other or not specified|45-49
M|98225|1|35|academic/educator|35-44
M|97212|0|35|other or not specified|35-44
M|02461|7|50|executive/managerial|50-55
M|63117|15|35|scientist|35-44
F|95008|2|18|artist|18-24
F|21046|14|25|sales/marketing|25-34
M|11209|4|18|college/grad student|18-24
M|78722|3|18|clerical/admin|18-24
F|30602|1|50|academic/educator|50-55
F|54880|1|25|academic/educator|25-34
F|04015|7|35|executive/managerial|35-44
F|02148|1|25|academic/educator|25-34
F|98622|0|35|other or not specified|35-44
M|12833|0|25|other or not specified|25-34
M|07028|7|35|executive/managerial|35-44
M|08840|1|45|academic/educator|45-49
M|48336|14|25|sales/marketing|25-34
F|92612|4|18|college/grad student|18-24
F|22310|4|18|college/grad student|18-24
M|55330|14|35|sales/marketing|35-44
M|02135|7|25|executive/managerial|25-34
M|01775|15|35|scientist|35-44
M|84109|11|25|lawyer|25-34
M|19380|7|25|executive/managerial|25-34
M|01760|1|25|academic/educator|25-34
M|32043|16|56|self-employed|56+
M|07040|0|25|other or not specified|25-34
M|90024|4|18|college/grad student|18-24
M|02465|14|25|sales/marketing|25-34
M|06854|17|35|technician/engineer|35-44
M|01944|12|35|programmer|35-44
F|78628|4|18|college/grad student|18-24
M|98262|1|50|academic/educator|50-55
M|55406|14|25|sales/marketing|25-34
F|06854|9|35|homemaker|35-44
M|98102|7|25|executive/managerial|25-34
M|11102|10|1|K-12 student|Under 18
M|32601|1|18|academic/educator|18-24
F|62025|4|18|college/grad student|18-24
M|78765|17|35|technician/engineer|35-44
F|48473|17|25|technician/engineer|25-34
M|73013|10|1|K-12 student|Under 18
F|84108|1|35|academic/educator|35-44
F|92833|4|18|college/grad student|18-24
M|87123|2|25|artist|25-34
M|96744|4|18|college/grad student|18-24
M|62522|1|18|academic/educator|18-24
M|48473|17|25|technician/engineer|25-34
F|90025|4|18|college/grad student|18-24
F|91104|12|35|programmer|35-44
F|74105|6|25|doctor/health care|25-34
M|47901|0|18|other or not specified|18-24
M|74105|1|50|academic/educator|50-55
M|95616|4|25|college/grad student|25-34
F|77054|6|25|doctor/health care|25-34
M|03755|15|25|scientist|25-34
M|92026|14|50|sales/marketing|50-55
M|32043|0|56|other or not specified|56+
M|20874|0|25|other or not specified|25-34
M|78722|2|25|artist|25-34
F|03255|15|25|scientist|25-34
M|07960|10|1|K-12 student|Under 18
F|75093|20|35|writer|35-44
M|48363|4|18|college/grad student|18-24
M|10461-1301|4|18|college/grad student|18-24
M|11209|16|18|self-employed|18-24
M|10009|7|35|executive/managerial|35-44
F|41030|3|25|clerical/admin|25-34
M|90024|1|56|academic/educator|56+
M|48109|4|18|college/grad student|18-24
M|02146|1|25|academic/educator|25-34
F|43212|4|25|college/grad student|25-34
F|55417|1|35|academic/educator|35-44
M|94306|7|35|executive/managerial|35-44
M|30030|14|35|sales/marketing|35-44
M|78746|20|25|writer|25-34
M|13210|1|25|academic/educator|25-34
M|98103|17|35|technician/engineer|35-44
M|33020|2|35|artist|35-44
M|94117|20|50|writer|50-55
F|92122|7|25|executive/managerial|25-34
M|23455-4959|0|18|other or not specified|18-24
F|94538|9|18|homemaker|18-24
M|94110|16|18|self-employed|18-24
M|94117|17|25|technician/engineer|25-34
M|60610|16|56|self-employed|56+
F|55403|0|1|other or not specified|Under 18
F|78666|4|18|college/grad student|18-24
M|84119|0|25|other or not specified|25-34
M|78666|4|18|college/grad student|18-24
M|66013|14|35|sales/marketing|35-44
F|29615|7|25|executive/managerial|25-34
F|90034|4|25|college/grad student|25-34
F|90640|12|25|programmer|25-34
F|21221|3|35|clerical/admin|35-44
F|97367|14|25|sales/marketing|25-34
M|95826|0|25|other or not specified|25-34
M|55418|14|35|sales/marketing|35-44
M|94706|15|35|scientist|35-44
F|55426|14|18|sales/marketing|18-24
M|55311|7|25|executive/managerial|25-34
M|90034|0|18|other or not specified|18-24
M|14068|1|56|academic/educator|56+
F|90024|4|18|college/grad student|18-24
F|90024|4|18|college/grad student|18-24
M|08550|17|18|technician/engineer|18-24
M|01060|12|25|programmer|25-34
M|90034|1|35|academic/educator|35-44
M|90024|4|18|college/grad student|18-24
M|90034|15|25|scientist|25-34
M|47714|7|25|executive/managerial|25-34
M|90024|1|35|academic/educator|35-44
F|91362|7|50|executive/managerial|50-55
M|96753|2|35|artist|35-44
M|90024|4|18|college/grad student|18-24
M|03756|10|1|K-12 student|Under 18
M|03766|0|25|other or not specified|25-34
F|38018|14|35|sales/marketing|35-44
M|21773|7|56|executive/managerial|56+
M|60610|0|25|other or not specified|25-34
M|90046|11|45|lawyer|45-49
M|48103|20|25|writer|25-34
M|55057|12|18|programmer|18-24
M|94102|15|25|scientist|25-34
M|10018|2|18|artist|18-24
M|77845|1|25|academic/educator|25-34
M|92843|4|25|college/grad student|25-34
F|09824|20|35|writer|35-44
M|99016|10|18|K-12 student|18-24
M|94111|0|18|other or not specified|18-24
F|10022|11|25|lawyer|25-34
F|02111|11|25|lawyer|25-34
M|48109|4|25|college/grad student|25-34
F|10022|14|25|sales/marketing|25-34
M|19342|6|25|doctor/health care|25-34
M|08904|1|25|academic/educator|25-34
M|93555|15|45|scientist|45-49
M|55406|12|25|programmer|25-34
M|90212|7|25|executive/managerial|25-34
M|60613|1|25|academic/educator|25-34
M|60622|13|50|retired|50-55
F|20850|12|25|programmer|25-34
F|55442|0|35|other or not specified|35-44
F|66044|4|25|college/grad student|25-34
F|90024|4|18|college/grad student|18-24
M|94061|15|18|scientist|18-24
M|03755|0|25|other or not specified|25-34
M|92155|0|25|other or not specified|25-34
M|94117|2|25|artist|25-34
M|04101|1|18|academic/educator|18-24
F|14167|0|1|other or not specified|Under 18
F|14850|0|56|other or not specified|56+
M|78758|17|18|technician/engineer|18-24
F|60640|1|18|academic/educator|18-24
F|78744|2|35|artist|35-44
F|98110|10|1|K-12 student|Under 18
M|05667|10|1|K-12 student|Under 18
F|29642|1|50|academic/educator|50-55
F|08904|1|25|academic/educator|25-34
M|10549|12|18|programmer|18-24
M|90048|20|25|writer|25-34
F|55125|6|35|doctor/health care|35-44
F|08904|1|25|academic/educator|25-34
F|77098|12|50|programmer|50-55
M|44515|11|25|lawyer|25-34
M|96744|14|56|sales/marketing|56+
M|75287|2|25|artist|25-34
F|20852|7|1|executive/managerial|Under 18
M|05602|14|45|sales/marketing|45-49
M|80231|0|25|other or not specified|25-34
M|95616|7|25|executive/managerial|25-34
M|16365|7|35|executive/managerial|35-44
M|89123|6|25|doctor/health care|25-34
M|94118|4|18|college/grad student|18-24
M|10024|11|25|lawyer|25-34
M|97205|12|18|programmer|18-24
M|05667|0|1|other or not specified|Under 18
M|85257|12|35|programmer|35-44
M|10011|5|25|customer service|25-34
M|92886|17|18|technician/engineer|18-24
M|11106|2|25|artist|25-34
F|55459|0|35|other or not specified|35-44
F|92106|1|45|academic/educator|45-49
M|56137|10|18|K-12 student|18-24
F|60607|7|25|executive/managerial|25-34
M|53211|6|25|doctor/health care|25-34
M|90802|20|25|writer|25-34
M|92646|0|25|other or not specified|25-34
M|91107|17|25|technician/engineer|25-34
F|55303|0|35|other or not specified|35-44
M|44074|4|18|college/grad student|18-24
M|43201|17|25|technician/engineer|25-34
M|91602|2|25|artist|25-34
M|53703|17|35|technician/engineer|35-44
M|92688|1|25|academic/educator|25-34
F|10003|7|25|executive/managerial|25-34
M|78757|7|25|executive/managerial|25-34
M|80027|0|35|other or not specified|35-44
M|80916|5|25|customer service|25-34
M|90804|18|35|tradesman/craftsman|35-44
M|04103|16|25|self-employed|25-34
F|98105|0|25|other or not specified|25-34
M|01597|10|1|K-12 student|Under 18
F|94306|7|35|executive/managerial|35-44
F|90802|0|25|other or not specified|25-34
F|08826|1|50|academic/educator|50-55
M|01940|7|35|executive/managerial|35-44
F|37206|7|25|executive/managerial|25-34
M|37206|7|25|executive/managerial|25-34
M|95070|16|50|self-employed|50-55
M|60202|4|18|college/grad student|18-24
F|92120|7|25|executive/managerial|25-34
M|94117|7|25|executive/managerial|25-34
M|91403|0|25|other or not specified|25-34
M|90048|20|25|writer|25-34
M|70119|0|25|other or not specified|25-34
M|33028|17|25|technician/engineer|25-34
M|92821|4|25|college/grad student|25-34
M|70808|6|50|doctor/health care|50-55
M|43615|0|45|other or not specified|45-49
M|02139|15|25|scientist|25-34
F|78212|4|35|college/grad student|35-44
M|02144|12|25|programmer|25-34
M|18052|12|18|programmer|18-24
F|43201|4|25|college/grad student|25-34
M|60201|4|18|college/grad student|18-24
M|55118|2|25|artist|25-34
M|90048|17|25|technician/engineer|25-34
F|78223|4|25|college/grad student|25-34
F|78209|4|18|college/grad student|18-24
M|92120|1|25|academic/educator|25-34
F|78240|0|25|other or not specified|25-34
F|78253|0|35|other or not specified|35-44
M|92106|16|56|self-employed|56+
F|55406|0|35|other or not specified|35-44
M|91604|0|25|other or not specified|25-34
M|60607|7|25|executive/managerial|25-34
F|02038|7|45|executive/managerial|45-49
M|27106|1|25|academic/educator|25-34
F|44260|0|1|other or not specified|Under 18
F|10024|7|35|executive/managerial|35-44
M|43201|4|25|college/grad student|25-34
M|83301|1|35|academic/educator|35-44
F|02131|10|1|K-12 student|Under 18
F|79411|3|25|clerical/admin|25-34
M|78204|16|45|self-employed|45-49
F|02464|4|18|college/grad student|18-24
M|20009|20|50|writer|50-55
M|97124|17|35|technician/engineer|35-44
F|78230|7|25|executive/managerial|25-34
F|55410|20|18|writer|18-24
F|94044|1|25|academic/educator|25-34
M|13903|19|50|unemployed|50-55
M|33135|7|45|executive/managerial|45-49
M|19462|7|50|executive/managerial|50-55
F|78232|7|25|executive/managerial|25-34
F|43229|2|45|artist|45-49
M|01002|4|25|college/grad student|25-34
M|89117|7|25|executive/managerial|25-34
F|91428|4|25|college/grad student|25-34
F|98499|1|50|academic/educator|50-55
F|76120|9|25|homemaker|25-34
F|89511|14|25|sales/marketing|25-34
F|28043|1|50|academic/educator|50-55
M|95926|17|25|technician/engineer|25-34
F|06114|6|25|doctor/health care|25-34
F|91306|3|45|clerical/admin|45-49
M|85331|14|35|sales/marketing|35-44
F|19103|7|25|executive/managerial|25-34
M|98109|14|25|sales/marketing|25-34
F|01002|4|25|college/grad student|25-34
M|61265|17|25|technician/engineer|25-34
M|10021|12|18|programmer|18-24
M|01002|4|25|college/grad student|25-34
M|19103|4|25|college/grad student|25-34
M|30066|7|50|executive/managerial|50-55
M|02138|12|18|programmer|18-24
F|60640|0|25|other or not specified|25-34
M|02135|7|35|executive/managerial|35-44
M|08904|1|25|academic/educator|25-34
M|30303|17|35|technician/engineer|35-44
M|60510|7|35|executive/managerial|35-44
F|02138|0|18|other or not specified|18-24
M|20057|4|18|college/grad student|18-24
M|96930|1|25|academic/educator|25-34
M|02139|20|25|writer|25-34
F|61821|20|35|writer|35-44
M|64114|20|25|writer|25-34
M|06033|20|50|writer|50-55
M|77008|20|35|writer|35-44
M|55404|4|18|college/grad student|18-24
M|10920|2|45|artist|45-49
M|02139|7|25|executive/managerial|25-34
M|70748|0|35|other or not specified|35-44
M|43026|1|25|academic/educator|25-34
M|60657|0|25|other or not specified|25-34
M|02152|20|25|writer|25-34
F|02143|0|18|other or not specified|18-24
M|30024|17|35|technician/engineer|35-44
